uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
51029980,357083079604919,3/26/2019,2019-03-26T15:15:46.182+02,2019-03-26T15:17:43.029+02,-19.87616,32.90605,1735.2,4.4,D96,1553606240505.jpg,No / Minor,"Between 101 and 1,000",Hospital / Clinic / Medical Facility
51029983,357083079604919,3/26/2019,2019-03-26T15:17:46.290+02,2019-03-26T15:21:07.642+02,-19.9746033333333,32.9121416666667,1677.6,4.6,D96,1553606451768.jpg,No / Minor,Less than 100,House(s)
51029986,357083079604919,3/26/2019,2019-03-26T15:21:15.343+02,2019-03-26T15:21:55.881+02,-19.957215,32.9094216666667,1646,4.9,C96,1553606495151.jpg,Of concern,Less than 100,Other type of infrastructure
51029990,357083079604919,3/26/2019,2019-03-26T15:22:02.875+02,2019-03-26T15:24:40.222+02,-19.974715,32.9044033333333,1563.9,4.6,C96,1553606664536.jpg,Of concern,"Between 101 and 1,000",Other type of infrastructure
51029995,357083079604919,3/26/2019,2019-03-26T15:24:45.003+02,2019-03-26T15:25:29.831+02,-20.0410433333333,32.92021,1170.9,4.4,C96,1553606710610.jpg,Of concern,Less than 100,Other type of infrastructure
51030001,357083079604919,3/26/2019,2019-03-26T15:25:34.431+02,2019-03-26T15:26:49.524+02,-20.0448233333333,32.9502683333333,766,4.3,C96,1553606791708.jpg,No / Minor,Less than 100,House(s)
51030005,357083079604919,3/26/2019,2019-03-26T15:26:56.742+02,2019-03-26T15:28:01.320+02,-20.0385816666667,33.0035783333333,959.3,4.9,C96,1553606866308.jpg,Of concern,Less than 100,Other type of infrastructure
51030009,357083079604919,3/26/2019,2019-03-26T15:28:06.552+02,2019-03-26T15:28:51.079+02,-20.0397066666667,33.0267066666667,521.6,5,C96,1553606910297.jpg,Of concern,Less than 100,Other type of infrastructure
51030014,357083079604919,3/26/2019,2019-03-26T15:28:55.382+02,2019-03-26T15:30:53.422+02,-20.0574933333333,33.0208033333333,529.4,5,C96,1553607039489.jpg,Of concern,Less than 100,House(s)
51030015,357083079604919,3/26/2019,2019-03-26T15:30:57.026+02,2019-03-26T15:31:27.783+02,-20.0999683333333,33.018225,532.5,4.5,C96,1553607076040.jpg,Of concern,Less than 100,House(s)
51030021,357083079604919,3/26/2019,2019-03-26T15:31:31.339+02,2019-03-26T15:32:42.021+02,-20.1144316666667,32.9940316666667,752.6,4.8,C96,1553607146698.jpg,Of concern,Less than 100,House(s)
51030029,357083079604919,3/26/2019,2019-03-26T15:32:45.398+02,2019-03-26T15:33:57.530+02,-20.1331233333333,32.9608883333333,822.7,5,C96,1553607221855.jpg,Of concern,Less than 100,House(s)
51030040,357083079604919,3/26/2019,2019-03-26T15:34:02.942+02,2019-03-26T15:35:01.768+02,-20.1554116666667,32.947785,854.4,4.7,C96,1553607287549.jpg,Of concern,Less than 100,House(s)
51030041,357083079604919,3/26/2019,2019-03-26T15:35:05.063+02,2019-03-26T15:37:53.391+02,-20.2478316666667,32.9312016666667,870.3,4.7,B96,1553607452882.jpg,Of concern,Less than 100,House(s)
51030048,357083079604919,3/26/2019,2019-03-26T15:37:56.081+02,2019-03-26T15:40:05.854+02,-20.2734816666667,32.92358,939.1,5,B96,1553607575963.jpg,No / Minor,Less than 100,House(s)
51030054,357083079604919,3/26/2019,2019-03-26T15:40:08.876+02,2019-03-26T15:48:08.639+02,-20.3671566666667,32.9104483333333,951.8,4.6,A97,1553608069361.jpg,No / Minor,Less than 100,House(s)
51030060,357083079604919,3/26/2019,2019-03-26T15:48:11.843+02,2019-03-26T15:51:55.466+02,-20.3693616666667,33.0975116666667,712.8,4.7,B97,1553608300052.jpg,No / Minor,Less than 100,House(s)
51030065,357083079604919,3/26/2019,2019-03-26T15:52:01.826+02,2019-03-26T15:54:01.658+02,-20.294445,33.1014633333333,612.5,4.9,B97,1553608428064.jpg,No / Minor,Less than 100,House(s)
51030072,357083079604919,3/26/2019,2019-03-26T15:54:07.702+02,2019-03-26T15:54:59.501+02,-20.2690716666667,33.1082866666667,608,4.9,C96,1553608473142.jpg,No / Minor,Less than 100,House(s)
51030082,357083079604919,3/26/2019,2019-03-26T15:55:05.881+02,2019-03-26T15:55:50.651+02,-20.2349516666667,33.108655,621.9,4.6,C97,1553608532137.jpg,No / Minor,Less than 100,House(s)
51030092,357083079604919,3/26/2019,2019-03-26T15:55:55.767+02,2019-03-26T15:57:11.698+02,-20.1839566666667,33.10114,623.8,4.8,C97,1553608616519.jpg,No / Minor,Less than 100,House(s)
51030119,357083079604919,3/26/2019,2019-03-26T15:57:26.994+02,2019-03-26T15:59:07.798+02,-20.1268683333333,33.1044316666667,557.4,4.8,C97,1553608721007.jpg,No / Minor,Less than 100,House(s)
51030134,357083079604919,3/26/2019,2019-03-26T16:00:19.815+02,2019-03-26T16:01:29.545+02,-20.066765,33.110765,508.2,4.9,C97,1553608865193.jpg,No / Minor,Less than 100,Building
51030142,357083079604919,3/26/2019,2019-03-26T16:01:32.183+02,2019-03-26T16:03:14.543+02,-20.032425,33.09058,557.8,4.5,D97,1553608975648.jpg,No / Minor,Less than 100,House(s)
51030154,357083079604919,3/26/2019,2019-03-26T16:04:21.088+02,2019-03-26T16:09:50.115+02,-19.8187216666667,33.089485,1678.2,4.1,E97,1553609369267.jpg,No / Minor,None,None
51030163,357083079604919,3/26/2019,2019-03-26T16:09:57.668+02,2019-03-26T16:15:53.971+02,-19.6402666666667,33.09983,1117.9,5,C97,1553609722210.jpg,No / Minor,None,None
51030170,357083079604919,3/26/2019,2019-03-26T16:15:58.075+02,2019-03-26T16:17:34.303+02,-19.6049616666667,33.103325,901.4,4.9,C97,1553609790617.jpg,No / Minor,Less than 100,House(s)
51030188,357083079604919,3/26/2019,2019-03-26T16:17:40.517+02,2019-03-26T16:19:01.763+02,-19.5603983333333,33.1387166666667,842.3,4.9,F97,1553609881102.jpg,No / Minor,Less than 100,House(s)
51030200,357083079604919,3/26/2019,2019-03-26T16:19:04.682+02,2019-03-26T16:19:43.507+02,-19.5238283333333,33.165375,843.7,4.7,F97,1553609963214.jpg,No / Minor,Less than 100,House(s)
51030605,357083079604919,3/26/2019,2019-03-26T11:56:55.153+02,2019-03-26T11:57:43.588+02,-19.9934683333333,33.357885,459.3,4.9,D98,1553594230522.jpg,Critical,"Between 101 and 1,000",House(s)
51030659,357083079604919,3/26/2019,2019-03-26T13:04:30.278+02,2019-03-26T13:05:35.088+02,-19.5288516666667,33.4781216666667,613.2,4.6,F99,1553598310192.jpg,No / Minor,Less than 100,Bridge
51031311,357083077024201,3/26/2019,2019-03-26T10:39:32.763+02,2019-03-26T10:43:31.294+02,-19.1480633333333,33.4266966666667,694.5,4.9,I99,1553589631589.jpg,No / Minor,None,Airport / Airfield / Landing strip
51031378,357083077024201,3/26/2019,2019-03-26T10:49:59.381+02,2019-03-26T10:51:15.053+02,-19.1480333333333,33.4267333333333,644.8,4.9,F96,1553590228273.jpg,No / Minor,None,Road
51031421,357083077024201,3/26/2019,2019-03-26T11:24:22.244+02,2019-03-26T11:28:25.597+02,-19.3873966666667,33.2923933333333,727.4,4.9,D98,1553592467202.jpg,No / Minor,Less than 100,House(s)
51031432,357083077024201,3/26/2019,2019-03-26T11:29:09.066+02,2019-03-26T11:30:28.759+02,-19.4510733333333,33.2942316666667,728.4,4.8,F98,1553592609161.jpg,No / Minor,Less than 100,House(s)
51031440,357083077024201,3/26/2019,2019-03-26T11:32:37.608+02,2019-03-26T11:33:49.830+02,-19.4769116666667,33.2893683333333,725.4,4.9,F98,1553592792041.jpg,No / Minor,"Between 101 and 1,000",House(s)
51031446,357083077024201,3/26/2019,2019-03-26T11:36:06.190+02,2019-03-26T11:38:28.194+02,-19.633495,33.2837966666667,745.6,5,F98,1553593087007.jpg,No / Minor,Less than 100,House(s)
51031451,357083077024201,3/26/2019,2019-03-26T11:38:36.257+02,2019-03-26T11:44:22.698+02,-19.803945,33.284635,650,4.9,F98,1553593445068.jpg,Of concern,Less than 100,House(s)
51031460,357083077024201,3/26/2019,2019-03-26T11:46:00.712+02,2019-03-26T11:46:49.326+02,-19.847025,33.2839766666667,425.4,5,F98,1553593589545.jpg,No / Minor,Less than 100,House(s)
51031475,357083077024201,3/26/2019,2019-03-26T11:46:54.171+02,2019-03-26T11:50:06.992+02,-19.9193183333333,33.2918983333333,421.8,4.9,F98,1553593772078.jpg,Of concern,None,House(s)
51031486,357083077024201,3/26/2019,2019-03-26T11:50:13.023+02,2019-03-26T11:51:37.411+02,-19.9264766666667,33.3291,439.6,5,F98,1553593856625.jpg,No / Minor,None,House(s)
51031508,357083077024201,3/26/2019,2019-03-26T11:52:04.283+02,2019-03-26T11:53:03.676+02,-19.9464,33.3112483333333,426.3,5,F98,1553593952445.jpg,Of concern,Less than 100,House(s)
51031535,357083077024201,3/26/2019,2019-03-26T11:53:11.415+02,2019-03-26T11:54:09.704+02,-19.97027,33.2987733333333,464.5,5,F98,1553594018421.jpg,Of concern,Less than 100,Other type of infrastructure
51031552,357083077024201,3/26/2019,2019-03-26T11:54:22.625+02,2019-03-26T11:56:38.748+02,-19.993675,33.318995,464.4,4.8,F98,1553594167854.jpg,Of concern,Less than 100,House(s)
51031561,357083077024201,3/26/2019,2019-03-26T11:56:44.442+02,2019-03-26T11:58:10.171+02,-19.995455,33.3575816666667,319.1,5,F98,1553594273052.jpg,Of concern,Less than 100,House(s)
51031581,357083077024201,3/26/2019,2019-03-26T11:59:05.305+02,2019-03-26T11:59:44.914+02,-20.03384,33.3454966666667,331.8,5,C98,1553594363550.jpg,Of concern,Less than 100,House(s)
51031623,357083077024201,3/26/2019,2019-03-26T11:59:58.329+02,2019-03-26T12:10:17.572+02,-20.271605,33.32234,452.2,4.5,B99,1553594981646.jpg,No / Minor,Less than 100,House(s)
51031680,357083077024201,3/26/2019,2019-03-26T12:10:25.461+02,2019-03-26T12:11:50.824+02,-20.3020316666667,33.3070833333333,505.8,4.9,B99,1553595068217.jpg,Of concern,Less than 100,House(s)
51031720,357083077024201,3/26/2019,2019-03-26T12:12:09.011+02,2019-03-26T12:13:48.396+02,-20.33543,33.2622966666667,423.6,4.7,B98,1553595193166.jpg,Of concern,Less than 100,Other type of infrastructure
51031742,357083077024201,3/26/2019,2019-03-26T12:13:54.423+02,2019-03-26T12:17:18.045+02,-20.3881183333333,33.2669233333333,425.5,4.6,A98,1553595410871.jpg,No / Minor,Less than 100,House(s)
51031760,357083077024201,3/26/2019,2019-03-26T12:17:21.907+02,2019-03-26T12:22:09.835+02,-20.5177533333333,33.3871916666667,459.7,4.9,A99,1553595698183.jpg,No / Minor,None,Other type of infrastructure
51031768,357083077024201,3/26/2019,2019-03-26T12:22:34.289+02,2019-03-26T12:23:30.749+02,-20.5232,33.4295383333333,481,4.9,A99,1553595775362.jpg,No / Minor,Less than 100,House(s)
51031809,357083077024201,3/26/2019,2019-03-26T12:23:53.818+02,2019-03-26T12:25:14.425+02,-20.5006816666667,33.4555066666667,478.3,4.9,B98,1553595894943.jpg,No / Minor,Less than 100,House(s)
51031871,357083077024201,3/26/2019,2019-03-26T12:25:19.425+02,2019-03-26T12:26:12.141+02,-20.4471733333333,33.46394,433,4.5,B98,1553595950225.jpg,No / Minor,Less than 100,House(s)
51031980,357083077024201,3/26/2019,2019-03-26T12:26:43.965+02,2019-03-26T12:28:25.907+02,-20.4073983333333,33.4696283333333,451.9,4.2,C98,1553596089791.jpg,No / Minor,Less than 100,House(s)
51032029,357083077024201,3/26/2019,2019-03-26T12:28:42.580+02,2019-03-26T12:29:35.678+02,-20.3355033333333,33.4745366666667,453.4,4.3,C98,1553596156252.jpg,No / Minor,None,Other type of infrastructure
51032050,357083077024201,3/26/2019,2019-03-26T12:29:54.090+02,2019-03-26T12:30:53.797+02,-20.3019133333333,33.4765133333333,459,5,C98,1553596211030.jpg,No / Minor,Less than 100,Other type of infrastructure
51032109,357083077024201,3/26/2019,2019-03-26T12:30:57.114+02,2019-03-26T12:31:52.938+02,-20.2626483333333,33.47647,456.4,4.8,C97,1553596296351.jpg,No / Minor,Less than 100,House(s)
51032132,357083077024201,3/26/2019,2019-03-26T12:32:24.744+02,2019-03-26T12:33:25.469+02,-20.216345,33.4750133333333,458.3,4.7,C98,1553596360054.jpg,No / Minor,Less than 100,House(s)
51032194,357083077024201,3/26/2019,2019-03-26T12:33:28.917+02,2019-03-26T12:35:04.971+02,-20.17974,33.4733466666667,389,4.9,C98,1553596486230.jpg,No / Minor,Less than 100,House(s)
51032238,357083077024201,3/26/2019,2019-03-26T12:35:15.421+02,2019-03-26T12:40:05.959+02,-19.97878,33.4937033333333,423.1,4.9,C98,1553596786285.jpg,Of concern,Less than 100,House(s)
51032278,357083077024201,3/26/2019,2019-03-26T12:40:09.440+02,2019-03-26T12:41:22.224+02,-19.9639233333333,33.5053166666667,439.6,4.3,C98,1553596825854.jpg,Of concern,Less than 100,Other type of infrastructure
51032294,357083077024201,3/26/2019,2019-03-26T12:41:28.507+02,2019-03-26T12:42:17.216+02,-19.9480583333333,33.5199916666667,437.8,4.9,C98,1553596908901.jpg,Of concern,Less than 100,Other type of infrastructure
51032316,357083077024201,3/26/2019,2019-03-26T12:42:25.283+02,2019-03-26T12:43:11.242+02,-19.9557533333333,33.51315,246,4.6,C98,1553596969239.jpg,Of concern,Less than 100,Other type of infrastructure
51032440,357083077024201,3/26/2019,2019-03-26T12:43:16.043+02,2019-03-26T12:44:12.962+02,-19.9613216666667,33.532065,264.7,4.8,C98,1553597037898.jpg,No / Minor,Less than 100,House(s)
51032646,357083077024201,3/26/2019,2019-03-26T12:44:19.538+02,2019-03-26T12:44:54.103+02,-19.96186,33.5471033333333,251.5,4.5,C98,1553597078198.jpg,Of concern,Less than 100,House(s)
51032689,357083077024201,3/26/2019,2019-03-26T12:44:58.569+02,2019-03-26T12:45:30.394+02,-19.955675,33.5429533333333,249.1,4.6,C98,1553597114705.jpg,Of concern,Less than 100,House(s)
51032812,357083077024201,3/26/2019,2019-03-26T12:45:34.349+02,2019-03-26T12:46:14.868+02,-19.9617066666667,33.5354316666667,251.8,4.9,C98,1553597159183.jpg,Of concern,Less than 100,House(s)
51032871,357083077024201,3/26/2019,2019-03-26T12:46:18.465+02,2019-03-26T12:47:01.845+02,-19.959895,33.52262,252.6,4.8,C98,1553597206813.jpg,Of concern,Less than 100,House(s)
51032911,357083077024201,3/26/2019,2019-03-26T12:47:08.079+02,2019-03-26T12:47:48.601+02,-19.9405383333333,33.5119233333333,252.3,5,C98,1553597253846.jpg,Of concern,Less than 100,House(s)
51032943,357083077024201,3/26/2019,2019-03-26T12:48:07.759+02,2019-03-26T12:49:03.827+02,-19.94148,33.4887816666667,262.6,5,C98,1553597329591.jpg,Of concern,Less than 100,House(s)
51033005,357083077024201,3/26/2019,2019-03-26T12:53:10.436+02,2019-03-26T12:54:51.890+02,-19.8229166666667,33.4640216666667,401.6,4.9,E99,1553597620016.jpg,No / Minor,Less than 100,House(s)
51033690,357083077024201,3/26/2019,2019-03-26T12:57:20.877+02,2019-03-26T13:00:28.186+02,-19.7241183333333,33.467435,441,5,F99,1553598001252.jpg,No / Minor,None,Other type of infrastructure
51033716,357083077024201,3/26/2019,2019-03-26T13:00:35.644+02,2019-03-26T13:01:39.894+02,-19.6514383333333,33.4741766666667,469.8,4.9,F99,1553598071575.jpg,No / Minor,Less than 100,House(s)
51033741,357083077029945,3/26/2019,2019-03-26T14:49:23.642+02,2019-03-26T14:50:51.597+02,-19.2559516666667,33.3182666666667,856.4,4.9,H97,1553604594817.jpg,Of concern,"Between 101 and 1,000",House(s)
51033762,357083077024201,3/26/2019,2019-03-26T13:02:59.736+02,2019-03-26T13:06:19.901+02,-19.5733166666667,33.4687216666667,641.7,5,F99,1553598277387.jpg,Of concern,None,Bridge
51033766,357083077029945,3/26/2019,2019-03-26T14:51:04.589+02,2019-03-26T14:51:42.298+02,-19.288835,33.2801833333333,842.1,3.1,F96,1553604677061.jpg,Of concern,Less than 100,House(s)
51033787,357083077024201,3/26/2019,2019-03-26T13:06:23.092+02,2019-03-26T13:11:19.723+02,-19.41123,33.477315,889.3,5,G99,1553598603382.jpg,No / Minor,"Between 101 and 1,000",House(s)
51033795,357083077029945,3/26/2019,2019-03-26T14:52:23.109+02,2019-03-26T14:53:13.261+02,-19.3133666666667,33.2434716666667,885.7,3,G97,1553604764918.jpg,No / Minor,Less than 100,None
51033808,357083077029945,3/26/2019,2019-03-26T14:54:00.225+02,2019-03-26T14:54:34.910+02,-19.3423116666667,33.19796,993.3,2.4,G97,1553604850775.jpg,Of concern,Less than 100,None
51033815,357083077024201,3/26/2019,2019-03-26T13:11:23.050+02,2019-03-26T13:13:55.501+02,-19.3024116666667,33.443895,960.6,4.8,G99,1553598801872.jpg,No / Minor,"Between 101 and 1,000",House(s)
51033819,357083077029945,3/26/2019,2019-03-26T14:55:25.378+02,2019-03-26T14:56:06.123+02,-19.3676616666667,33.156875,1101.4,2.5,G97,1553604942668.jpg,No / Minor,Less than 100,House(s)
51033822,357083077024201,3/26/2019,2019-03-26T13:15:32.113+02,2019-03-26T13:16:58.753+02,-19.2103733333333,33.4294216666667,963.5,5,F99,1553598968755.jpg,No / Minor,Less than 100,House(s)
51033829,357083077029945,3/26/2019,2019-03-26T14:56:27.812+02,2019-03-26T14:57:05.691+02,-19.3902983333333,33.1406483333333,1001.3,2.7,G97,1553605001635.jpg,Of concern,Less than 100,House(s)
51033849,357083077029945,3/26/2019,2019-03-26T14:57:19.232+02,2019-03-26T14:57:58.015+02,-19.3754416666667,33.1472266666667,852.7,2.7,G97,1553605058120.jpg,Critical,None,Bridge
51033879,357083077029945,3/26/2019,2019-03-26T14:58:57.746+02,2019-03-26T15:00:41.404+02,-19.4001666666667,33.1108883333333,853.4,2.6,G97,1553605220654.jpg,Of concern,Less than 100,None
51033898,357083077029945,3/26/2019,2019-03-26T15:00:52.577+02,2019-03-26T15:01:57.259+02,-19.4460216666667,33.0694566666667,978,2.4,G97,1553605267226.jpg,Of concern,Less than 100,None
51033909,357083077029945,3/26/2019,2019-03-26T15:02:16.448+02,2019-03-26T15:03:06.917+02,-19.4837416666667,33.0344133333333,1005.8,2.5,G97,1553605372522.jpg,Of concern,Less than 100,None
51033939,357083077029945,3/26/2019,2019-03-26T15:04:31.362+02,2019-03-26T15:05:07.180+02,-19.528935,32.9841533333333,1162.4,2.6,G97,1553605487844.jpg,Of concern,Less than 100,House(s)
51033957,357083077029945,3/26/2019,2019-03-26T15:05:32.439+02,2019-03-26T15:06:13.634+02,-19.5463366666667,32.9513,1131.7,2.8,F96,1553605553054.jpg,Of concern,Less than 100,House(s)
51033974,357083077029945,3/26/2019,2019-03-26T15:06:30.116+02,2019-03-26T15:07:30.599+02,-19.5694316666667,32.9291666666667,1189.2,2.5,F96,1553605605059.jpg,No / Minor,Less than 100,House(s)
51033993,357083077029945,3/26/2019,2019-03-26T15:07:45.175+02,2019-03-26T15:08:11.289+02,-19.6076816666667,32.9223533333333,1251.7,2.4,F96,1553605675084.jpg,Serious,Less than 100,House(s)
51034006,357083077029945,3/26/2019,2019-03-26T15:08:23.639+02,2019-03-26T15:09:12.269+02,-19.6279333333333,32.9205833333333,1304.4,2.4,F96,1553605714776.jpg,Serious,Less than 100,House(s)
51034024,357083077029945,3/26/2019,2019-03-26T15:10:25.019+02,2019-03-26T15:11:09.639+02,-19.687885,32.915,1630.9,2.6,F96,1553605846867.jpg,Serious,"Between 101 and 1,000",Building
51034045,357083077029945,3/26/2019,2019-03-26T15:11:21.152+02,2019-03-26T15:11:52.145+02,-19.71353,32.9157083333333,1639.1,2.5,E96,1553605892460.jpg,Of concern,Less than 100,House(s)
51034073,357083077029945,3/26/2019,2019-03-26T15:12:23.079+02,2019-03-26T15:12:49.343+02,-19.742365,32.915445,1705.8,2.3,E96,1553605953307.jpg,Of concern,Less than 100,House(s)
51034093,357083077029945,3/26/2019,2019-03-26T15:13:45.631+02,2019-03-26T15:14:21.426+02,-19.7832666666667,32.91025,1672.7,2.7,E96,1553606041839.jpg,Of concern,Less than 100,House(s)
51034121,357083077029945,3/26/2019,2019-03-26T15:14:51.692+02,2019-03-26T15:15:19.178+02,-19.8155066666667,32.908645,1713.7,2.4,E96,1553606101790.jpg,Of concern,"Between 101 and 1,000",House(s)
51034226,357083077029945,3/26/2019,2019-03-26T15:15:47.849+02,2019-03-26T15:16:25.115+02,-19.8424016666667,32.9078683333333,1731.9,2.9,E96,1553606163364.jpg,Of concern,None,None
51034245,357083077029945,3/26/2019,2019-03-26T15:17:25.755+02,2019-03-26T15:18:09.885+02,-19.889865,32.9050416666667,1698,2.8,D96,1553606257222.jpg,Of concern,Less than 100,None
51034255,357083077029945,3/26/2019,2019-03-26T15:19:18.357+02,2019-03-26T15:20:43.026+02,-19.9450383333333,32.903305,1698,2.5,D96,1553606385822.jpg,No / Minor,None,None
51034267,357083077029945,3/26/2019,2019-03-26T15:24:21.235+02,2019-03-26T15:25:12.448+02,-20.0328966666667,32.9070683333333,1372,2.7,D96,1553606672100.jpg,Of concern,"Between 101 and 1,000",House(s)
51034282,357083077029945,3/26/2019,2019-03-26T15:25:30.640+02,2019-03-26T15:26:13.223+02,-20.0452033333333,32.9388316666667,954.8,2.6,D96,1553606745578.jpg,Of concern,"Between 101 and 1,000",House(s)
51034307,357083077029945,3/26/2019,2019-03-26T15:26:25.735+02,2019-03-26T15:27:46.102+02,-20.042485,32.971425,569.1,2.5,D96,1553606839866.jpg,Of concern,"Between 101 and 1,000",House(s)
51034343,357083077029945,3/26/2019,2019-03-26T15:28:01.285+02,2019-03-26T15:28:33.976+02,-20.0372616666667,33.02391,485.5,2.6,D96,1553606891975.jpg,No / Minor,Less than 100,None
51034415,357083077029945,3/26/2019,2019-03-26T15:29:02.233+02,2019-03-26T15:29:32.501+02,-20.0550733333333,33.0200933333333,425.4,2.7,C96,1553606953950.jpg,No / Minor,Less than 100,House(s)
51034446,357083077029945,3/26/2019,2019-03-26T15:29:49.654+02,2019-03-26T15:31:12.280+02,-20.0736016666667,33.0273016666667,441,2.6,C96,1553607044662.jpg,No / Minor,Less than 100,House(s)
51034460,357083077029945,3/26/2019,2019-03-26T15:31:39.259+02,2019-03-26T15:32:17.432+02,-20.108705,33.0032366666667,707.8,2.3,C96,1553607109572.jpg,No / Minor,Less than 100,House(s)
51034465,357083077029945,3/26/2019,2019-03-26T15:32:32.914+02,2019-03-26T15:33:26.442+02,-20.1220516666667,32.98063,794.9,2.7,C96,1553607164704.jpg,No / Minor,Less than 100,House(s)
